WORD,MEANING,AoAtestbased,AoArating,LWV,CDI,Morr,Floc
observer,a watcher,6,9.6,6,#N/A,#N/A,#N/A
observing,quick to notice,6,9.3,6,#N/A,#N/A,#N/A
obsess,take all your attention,12,10.5,12,#N/A,#N/A,#N/A
obsession,inescapable feeling,12,9.6,12,#N/A,#N/A,#N/A
obsidian,black stone,14,11.5,16,#N/A,#N/A,#N/A
obsolescent,almost our of use,13,15.4,13,#N/A,#N/A,#N/A
obsolete,out of date,10,12.3,10,#N/A,#N/A,5
obstacle,something in the way,6,7.8,6,#N/A,#N/A,6
obstetrician,delivers babies,10,12.6,10,#N/A,#N/A,#N/A
obstetrics,birth care,12,14.7,12,#N/A,#N/A,#N/A
obstinate,stubborn,10,13.1,10,#N/A,#N/A,#N/A
obstreperous,noisy,14,,16,#N/A,#N/A,#N/A
obstruct,block,10,10.5,10,#N/A,#N/A,#N/A
obstruction,thing in the way,10,10.4,10,#N/A,#N/A,#N/A
obstructive,gets in way,10,,10,#N/A,#N/A,#N/A
obtain,get,6,9.6,6,#N/A,#N/A,#N/A
obtain,prevail,13,9.6,13,#N/A,#N/A,#N/A
obtainable,can be gotten,8,,8,#N/A,#N/A,#N/A
obtention,process of getting,14,,16,#N/A,#N/A,#N/A
obtrude,"put forth, force",12,12.6,12,#N/A,#N/A,#N/A
obtrude,"stick out, thrust forward",13,12.6,13,#N/A,#N/A,#N/A
obtrusive,pushes forward,13,14.8,13,#N/A,#N/A,#N/A
obtuse,angle greater than 90 degrees,8,12.1,8,#N/A,#N/A,#N/A
obtuse,blunt,12,12.1,12,#N/A,#N/A,#N/A
obtuse,stupid,14,12.1,16,#N/A,#N/A,#N/A
obtuse angle,greater than 90 degrees,12,,12,#N/A,#N/A,#N/A
obverse,front side,14,,16,#N/A,#N/A,#N/A
obversion,turning toward observer,12,,12,#N/A,#N/A,#N/A
obviate,to remove,12,18.7,12,#N/A,#N/A,#N/A
obvious,easily seen,8,8.8,8,#N/A,#N/A,#N/A
ocarina,musical instrument,14,12.5,16,#N/A,#N/A,#N/A
occasion,particular time,6,8.4,6,#N/A,#N/A,5
occasion,opportunity,8,8.4,8,#N/A,#N/A,5
occasion,the reason or cause,8,8.4,8,#N/A,#N/A,5
occasional,now and then,6,9.1,6,#N/A,#N/A,#N/A
Occident,the West,14,15.4,16,#N/A,#N/A,#N/A
Occidental,a Westerner,12,13.4,12,#N/A,#N/A,#N/A
occiput,the back of the skull,13,,13,#N/A,#N/A,#N/A
occlude,to obstruct,14,14.2,16,#N/A,#N/A,#N/A
occlusion,a closing,13,14.5,13,#N/A,#N/A,#N/A
occult,mysterious,12,12.3,12,#N/A,#N/A,#N/A
occult,magic,14,12.3,16,#N/A,#N/A,#N/A
occult,magic science,14,12.3,16,#N/A,#N/A,#N/A
occultation,moon hides star,14,,16,#N/A,#N/A,#N/A
occupancy,actual possession,12,9.7,12,#N/A,#N/A,#N/A
occupant,dweller,8,10.0,8,#N/A,#N/A,#N/A
occupation,your job,6,10.3,6,#N/A,#N/A,#N/A
occupation,soldiers in enemy country,8,10.3,8,#N/A,#N/A,#N/A
occupy,to live in,6,8.9,6,#N/A,#N/A,#N/A
occupy,move into enemy land,8,8.9,8,#N/A,#N/A,#N/A
occur,happen,6,9.4,6,#N/A,#N/A,#N/A
occur,to come to mind,8,9.4,8,#N/A,#N/A,#N/A
occur,to be found,12,9.4,12,#N/A,#N/A,#N/A
occurrence,a happenine,8,11.4,8,#N/A,#N/A,#N/A
ocean,a large body of salt water,2,5.3,4,#N/A,#N/A,#N/A
oceanographer,student of ocean science,8,12.7,8,#N/A,#N/A,#N/A
oceanography,ocean science,8,12.5,8,#N/A,#N/A,#N/A
oceans,large amount,6,5.3,6,#N/A,#N/A,#N/A
ocelot,"large, spotted cat",13,10.0,13,#N/A,#N/A,#N/A
ocher,earth color,13,,13,#N/A,#N/A,#N/A
ochlocracy,mob rule,14,,16,#N/A,#N/A,#N/A
o'clock,by the clock,4,,4,#N/A,#N/A,#N/A
ocotillo,a spiny shrub,14,13.7,16,#N/A,#N/A,#N/A
octagon,eight-sided figure,6,8.0,6,#N/A,#N/A,#N/A
octagonal,eight-sided,8,11.8,8,#N/A,#N/A,#N/A
octahedron,solid with 8 plane faces,12,,12,#N/A,#N/A,#N/A
octameter,eight feet to the line,10,,10,#N/A,#N/A,#N/A
octane,substance in gasoline,8,15.2,8,#N/A,#N/A,#N/A
octane,a hydrocarbon,12,15.2,12,#N/A,#N/A,#N/A
octave,group of eight,8,9.4,8,#N/A,#N/A,#N/A
octave,8 notes of scale,8,9.4,8,#N/A,#N/A,#N/A
octavo,a book size,14,12.0,16,#N/A,#N/A,#N/A
octet,a group of eight,8,11.6,8,#N/A,#N/A,#N/A
octillion,1 followed by 27 zeros,12,15.0,12,#N/A,#N/A,#N/A
October,start harvesting,12,,12,#N/A,#N/A,#N/A
octogenarian,aged eighty to ninety,13,15.8,13,#N/A,#N/A,#N/A
octopus,sea animal,2,6.3,4,#N/A,#N/A,#N/A
octoroon,one-eighth Negro,12,15.2,12,#N/A,#N/A,#N/A
octuple,eight times as great,10,,10,#N/A,#N/A,#N/A
ocular,pertaining to the eye,13,13.3,13,#N/A,#N/A,#N/A
oculist,eye doctor,13,11.4,13,#N/A,#N/A,#N/A
odd,unusual,2,6.2,4,#N/A,#N/A,#N/A
odd,"3, 5, 7, etc.",4,6.2,4,#N/A,#N/A,#N/A
odd,doesn't divide evenly,4,6.2,4,#N/A,#N/A,#N/A
odd,extra one,8,6.2,8,#N/A,#N/A,#N/A
odd,not matched,8,6.2,8,#N/A,#N/A,#N/A
odd job,not regular work,8,,8,#N/A,#N/A,#N/A
oddball,a strange person,6,8.9,6,#N/A,#N/A,#N/A
oddity,strange thing,6,9.8,6,#N/A,#N/A,#N/A
oddly,strangely,6,,6,#N/A,#N/A,#N/A
odds,betting terms,10,8.6,10,#N/A,#N/A,#N/A
odds,advantages,13,8.6,13,#N/A,#N/A,#N/A
odds and ends,small articles,6,,6,#N/A,#N/A,#N/A
ode,a poem,12,11.1,12,#N/A,#N/A,#N/A
odious,hateful,14,14.0,16,#N/A,#N/A,#N/A
odium,hatred,13,,13,#N/A,#N/A,#N/A
odometer,records distance traveled,10,,10,#N/A,#N/A,#N/A
odontology,the science of teeth,14,,16,#N/A,#N/A,#N/A
odor,a smell,4,7.3,4,#N/A,#N/A,#N/A
odoriferous,gives off smell,8,,8,#N/A,#N/A,#N/A
odorless,having no smell,6,10.3,6,#N/A,#N/A,#N/A
odorous,having a smell,8,11.0,8,#N/A,#N/A,#N/A
odyssey,adventurous travels,12,12.6,12,#N/A,#N/A,#N/A
oenology,wine-making technology,13,,13,#N/A,#N/A,#N/A
o'er,over,8,,8,#N/A,#N/A,#N/A
oeuf,an egg,14,,16,#N/A,#N/A,#N/A
oeuvres,works,13,16.7,13,#N/A,#N/A,#N/A
of,because of,2,4.0,4,#N/A,#N/A,#N/A
of,from,4,4.0,4,#N/A,#N/A,#N/A
of,away from,4,4.0,4,#N/A,#N/A,#N/A
of,which contains,12,4.0,12,#N/A,#N/A,#N/A
of (art),"in regard to, concerning (art)",8,,8,#N/A,#N/A,#N/A
of (six),time before (six),4,,4,#N/A,#N/A,#N/A
of (the family),belonging to (the family),6,,6,#N/A,#N/A,#N/A
of a piece,just alike,12,,12,#N/A,#N/A,#N/A
of course,certainly,2,,4,#N/A,#N/A,#N/A
of every description,of all sorts,6,,6,#N/A,#N/A,#N/A
of late,lately ,10,,10,#N/A,#N/A,#N/A
of long standing,of long duration,12,,12,#N/A,#N/A,#N/A
of note,having distinction,12,,12,#N/A,#N/A,#N/A
of one mind,of the same opinion,10,,10,#N/A,#N/A,#N/A
off,won't be held,2,3.8,4,20,#N/A,#N/A
off,taken away,2,3.8,4,20,#N/A,#N/A
off,away from,2,3.8,4,20,#N/A,#N/A
off,not burning,2,3.8,4,20,#N/A,#N/A
off,not on,2,3.8,4,20,#N/A,#N/A
off,wrong,6,3.8,6,20,#N/A,#N/A
off,mentally unbalanced,6,3.8,6,20,#N/A,#N/A
off,given up,8,3.8,8,20,#N/A,#N/A
off,from,8,3.8,8,20,#N/A,#N/A
off and on,now and then,6,,6,#N/A,#N/A,#N/A
off day,day when things go wrong,8,,8,#N/A,#N/A,#N/A
offal,animal waste,14,13.4,16,#N/A,#N/A,#N/A
off-beat,unusual,10,,10,#N/A,#N/A,#N/A
off-color,slightly improper,12,,12,#N/A,#N/A,#N/A
offend,to hurt the feelings of,8,9.2,8,#N/A,#N/A,#N/A
offender,wrongdoer,10,10.9,10,#N/A,#N/A,#N/A
offense,attack,8,8.8,8,#N/A,#N/A,#N/A
offense,an insult or bother,10,8.8,10,#N/A,#N/A,#N/A
offense,breaking the law,10,8.8,10,#N/A,#N/A,#N/A
offensive,annoying,10,9.4,10,#N/A,#N/A,#N/A
offensive,a military attack,12,9.4,12,#N/A,#N/A,#N/A
offer,to give,2,7.7,4,#N/A,#N/A,#N/A
offer,something presented,8,7.7,8,#N/A,#N/A,#N/A
offering,contribution,6,7.7,6,#N/A,#N/A,#N/A
offertorium,a communion service,14,,16,#N/A,#N/A,#N/A
offertory,the collection,13,10.8,13,#N/A,#N/A,#N/A
offhand,by chance,6,,6,#N/A,#N/A,#N/A
offhand,without preparation,8,,8,#N/A,#N/A,#N/A
office,place of business,2,6.8,4,#N/A,#N/A,#N/A
office,"duty, service",6,6.8,6,#N/A,#N/A,#N/A
office,a branch of government,10,6.8,10,#N/A,#N/A,#N/A
office,ceremony,12,6.8,12,#N/A,#N/A,#N/A
office,position of trust,12,6.8,12,#N/A,#N/A,#N/A
officeholder,a public official,8,,8,#N/A,#N/A,#N/A
officer,army leader,4,7.4,4,#N/A,#N/A,#N/A
officer,a manager,6,7.4,6,#N/A,#N/A,#N/A
official,holds an office,6,8.7,6,#N/A,#N/A,#N/A
official,by proper authority,8,8.7,8,#N/A,#N/A,#N/A
officialdom,office-holding group,12,15.5,12,#N/A,#N/A,#N/A
officially,with authority,8,,8,#N/A,#N/A,#N/A
officiate,perform ceremony,10,14.6,10,#N/A,#N/A,#N/A
officious,meddlesome,14,14.3,16,#N/A,#N/A,#N/A
offish,not friendly,12,12.0,12,#N/A,#N/A,#N/A
offset,kind of printing,12,11.3,12,#N/A,#N/A,#N/A
offset,to make up for,14,11.3,16,#N/A,#N/A,#N/A
offshoot,a branch,12,12.2,12,#N/A,#N/A,#N/A
offshore,in the water,6,10.5,6,#N/A,#N/A,#N/A
offshore,toward the sea from the coast,12,10.5,12,#N/A,#N/A,#N/A
offside,an illegal play in football,6,,6,#N/A,#N/A,#N/A
offspring,the young ones,6,11.7,6,#N/A,#N/A,#N/A
off-stage,behind the scenes,8,,8,#N/A,#N/A,#N/A
oft,often,12,12.2,12,#N/A,#N/A,#N/A
often,many times,2,6.1,4,#N/A,#N/A,#N/A
oftentimes,often,10,,10,#N/A,#N/A,#N/A
ofttimes,many times,10,,10,#N/A,#N/A,#N/A
ogive,a curved arch,14,,16,#N/A,#N/A,#N/A
ogle,rude look,12,13.2,12,#N/A,#N/A,#N/A
ogle,to stare at rudely,12,13.2,12,#N/A,#N/A,#N/A
ogre,a monster,14,9.1,16,#N/A,#N/A,#N/A
oh!,cry of surprise,4,,4,#N/A,#N/A,#N/A
ohm,electrical unit,12,14.0,12,#N/A,#N/A,#N/A
oil,grease,2,6.8,4,#N/A,#N/A,#N/A
oil,kind of painting,6,6.8,6,#N/A,#N/A,#N/A
oilcloth,coated cloth for tables,12,12.5,12,#N/A,#N/A,#N/A
oilskin,waterproof cloth,10,13.8,10,#N/A,#N/A,#N/A
oilstone,sharpens tools,13,,13,#N/A,#N/A,#N/A
oily,"greasy, slippery",4,7.4,4,#N/A,#N/A,#N/A
ointment,healing salve,6,8.9,6,#N/A,#N/A,#N/A
okapi,giraffelike animal,14,12.1,16,#N/A,#N/A,#N/A
okay,all right,2,4.7,4,#N/A,#N/A,#N/A
okey-doke,all right,4,,4,#N/A,#N/A,#N/A
Okie,wandering worker,12,,12,#N/A,#N/A,#N/A
okra,vegetable used as thickener,12,12.6,12,#N/A,#N/A,#N/A
old,out of date,2,4.2,4,29,#N/A,#N/A
old,not new,2,4.2,4,29,#N/A,#N/A
old,of age,2,4.2,4,29,#N/A,#N/A
old,has lived long,2,4.2,4,29,#N/A,#N/A
old boy  network,mutual exchange of favors,13,,13,#N/A,#N/A,#N/A
old maid,woman who never married,6,,6,#N/A,#N/A,#N/A
old man,one's own father,12,,12,#N/A,#N/A,#N/A
old master,recognized great painting,12,,12,#N/A,#N/A,#N/A
old saw,folk saying,14,,16,#N/A,#N/A,#N/A
old times' sake,for long friendship,12,,12,#N/A,#N/A,#N/A
Old World,Europe,12,,12,#N/A,#N/A,#N/A
old-age,last years of life,4,,4,#N/A,#N/A,#N/A
olden,old,4,9.6,4,#N/A,#N/A,#N/A
old-fashioned,has old ideas,4,,4,#N/A,#N/A,#N/A
old-hat,old-fashioned,8,,8,#N/A,#N/A,#N/A
old-line,"old fashioned, conservative",14,,16,#N/A,#N/A,#N/A
oldster,an older person,8,,8,#N/A,#N/A,#N/A
old-time,of long ago,2,,4,#N/A,#N/A,#N/A
old-time,past times,4,,4,#N/A,#N/A,#N/A
old-timer,lived long time,2,,4,#N/A,#N/A,#N/A
old-timer,an old man,4,,4,#N/A,#N/A,#N/A
old-world,European,12,,12,#N/A,#N/A,#N/A
ole,a  cheer of approval,12,,12,#N/A,#N/A,#N/A
oleaginous,greasy,13,,13,#N/A,#N/A,#N/A
oleander,flowering shrub,13,14.8,13,#N/A,#N/A,#N/A
olein,liquid part of fat,13,,13,#N/A,#N/A,#N/A
oleo,butter substitute,6,,6,#N/A,#N/A,#N/A
oleomargarine,butter substitute,6,,6,#N/A,#N/A,#N/A
oleometer,tests purity of oil,13,,13,#N/A,#N/A,#N/A
oleoresin,oil and resin mixture,13,,13,#N/A,#N/A,#N/A
olfactory,of sense of smell,13,13.5,13,#N/A,#N/A,#N/A
oligarchy,rule by few,12,12.6,12,#N/A,#N/A,#N/A
olio,a mixture,14,14.8,16,#N/A,#N/A,#N/A
olive,small green fruit,4,7.3,4,#N/A,#N/A,#N/A
olive,greenish-yellow,8,7.3,8,#N/A,#N/A,#N/A
olive branch,symbol of peace,12,,12,#N/A,#N/A,#N/A
olivine,olive-green mineral,14,,16,#N/A,#N/A,#N/A
olla podrida,a mixture or hodge-podge,14,,16,#N/A,#N/A,#N/A
Olympiad,a four-year period,14,,16,#N/A,#N/A,#N/A
Olympian,a Greek god,12,,12,#N/A,#N/A,#N/A
Olympic Games,world athletic contests,4,,4,#N/A,#N/A,#N/A
ombudsman,protects citizens' rights,14,16.6,16,#N/A,#N/A,#N/A
omega,Greek letter,12,13.2,12,#N/A,#N/A,#N/A
omega,the end,14,13.2,16,#N/A,#N/A,#N/A
omelet,"beaten egg, fried",8,6.5,8,#N/A,#N/A,#N/A
omen,sign of future happening,10,11.4,10,#N/A,#N/A,#N/A
omicron,a Greek letter,14,15.8,16,#N/A,#N/A,#N/A
ominous,threatening,12,12.8,12,#N/A,#N/A,#N/A
omission,thing left out,8,12.5,8,#N/A,#N/A,#N/A
omit,leave out,8,11.3,8,#N/A,#N/A,#N/A
omnia,everything,12,,12,#N/A,#N/A,#N/A
omnibus,covering all,10,14.8,10,#N/A,#N/A,#N/A
omnibus,passenger bus,14,14.8,16,#N/A,#N/A,#N/A
omnifarious,of all varieties,14,,16,#N/A,#N/A,#N/A
omnipotence,great power,12,14.0,12,#N/A,#N/A,#N/A
omnipotent,all-powerful,13,11.4,13,#N/A,#N/A,#N/A
omnipresent,everywhere,14,10.9,16,#N/A,#N/A,#N/A
omnis,every,14,,16,#N/A,#N/A,#N/A
omniscient,all-knowing,13,13.5,13,#N/A,#N/A,6
omnivore,eats everything,13,,13,#N/A,#N/A,#N/A
omnivorous,eats everything,14,11.5,16,#N/A,#N/A,#N/A
on,upon,2,3.3,4,21,#N/A,#N/A
on,taking place,2,3.3,4,21,#N/A,#N/A
on,at,2,3.3,4,21,#N/A,#N/A
on,ahead,2,3.3,4,21,#N/A,#N/A
on,covering,4,3.3,4,21,#N/A,#N/A
on,touching,4,3.3,4,21,#N/A,#N/A
on,shining,6,3.3,6,21,#N/A,#N/A
on,forward,12,3.3,12,21,#N/A,#N/A
on a par,equal,10,,10,#N/A,#N/A,#N/A
on a par,equal,10,,10,#N/A,#N/A,#N/A
on a par with,equal to,10,,10,#N/A,#N/A,#N/A
on a tangent,in another direction,12,,12,#N/A,#N/A,#N/A
on account of,because of,4,,4,#N/A,#N/A,#N/A
on all fours,on hands and knees,4,,4,#N/A,#N/A,#N/A
on all fours with,the same as,12,,12,#N/A,#N/A,#N/A
on and on,keeps going,2,,4,#N/A,#N/A,#N/A
on condition that,if,8,,8,#N/A,#N/A,#N/A
on edge,nervous,8,,8,#N/A,#N/A,#N/A
on end,upright,8,,8,#N/A,#N/A,#N/A
on fire,burning,2,,4,#N/A,#N/A,#N/A
on good terms,friendly,6,,6,#N/A,#N/A,#N/A
on high,in heaven,12,,12,#N/A,#N/A,#N/A
on his uppers,in hard luck,12,,12,#N/A,#N/A,#N/A
on mother's side,in mother's family,6,,6,#N/A,#N/A,#N/A
on shipboard,aboard ship,2,,4,#N/A,#N/A,#N/A
on tap,ready for use,8,,8,#N/A,#N/A,#N/A
on tenterhooks,anxious,12,,12,#N/A,#N/A,#N/A
on the air,over the radio,6,,6,#N/A,#N/A,#N/A
on the ball,works hard and well,4,,4,#N/A,#N/A,#N/A
on the bandwagon,with the winners,12,,12,#N/A,#N/A,#N/A
on the bazoo,on target,12,,12,#N/A,#N/A,#N/A
on the beam,on the right course,6,,6,#N/A,#N/A,#N/A
on the blink,not working right,8,,8,#N/A,#N/A,#N/A
on the carpet,called before the authorities,12,,12,#N/A,#N/A,#N/A
on the defensive,subject to attack,8,,8,#N/A,#N/A,#N/A
on the double,quickly,6,,6,#N/A,#N/A,#N/A
on the earth,touching the ground,4,,4,#N/A,#N/A,#N/A
on the fritz,not working,12,,12,#N/A,#N/A,#N/A
on the go,in a hurry,2,,4,#N/A,#N/A,#N/A
on the go,active and busy,4,,4,#N/A,#N/A,#N/A
on the house,free of charge,6,,6,#N/A,#N/A,#N/A
on the lookout,watchful,2,,4,#N/A,#N/A,#N/A
on the make,ambitious,12,,12,#N/A,#N/A,#N/A
on the mend,getting better,12,,12,#N/A,#N/A,#N/A
on the morn,in the morning,13,,13,#N/A,#N/A,#N/A
on the order of,something like,12,,12,#N/A,#N/A,#N/A
on the other hand,"but, however",6,,6,#N/A,#N/A,#N/A
on the q.t.,in secret,12,,12,#N/A,#N/A,#N/A
on the rocks,with ice,10,,10,#N/A,#N/A,#N/A
on the rocks,failing,12,,12,#N/A,#N/A,#N/A
on the sly,secretly,10,,10,#N/A,#N/A,#N/A
on the spot,at once,6,,6,#N/A,#N/A,#N/A
on the spot,in trouble,8,,8,#N/A,#N/A,#N/A
on the wane,"fading, going on",12,,12,#N/A,#N/A,#N/A
on time,not late,2,,4,#N/A,#N/A,#N/A
on top of,,2,,#N/A,29,#N/A,#N/A
on view,on display,6,,6,#N/A,#N/A,#N/A
on your mark,first command in a race,2,,4,#N/A,#N/A,#N/A
once,one time only,2,5.0,4,#N/A,#N/A,#N/A
once,whenever,8,5.0,8,#N/A,#N/A,#N/A
once,if ever,12,5.0,12,#N/A,#N/A,#N/A
once-over,quick look,10,,10,#N/A,#N/A,#N/A
oncogene,a tumor-producing gene,14,,16,#N/A,#N/A,#N/A
oncology,study of tumors,14,15.7,16,#N/A,#N/A,#N/A
oncoming,approaching,4,10.4,4,#N/A,#N/A,#N/A
one,a single thing,2,2.6,4,#N/A,#N/A,#N/A
one,the first number,2,2.6,4,#N/A,#N/A,#N/A
one,a single person,2,2.6,4,#N/A,#N/A,#N/A
one,1,2,2.6,4,#N/A,#N/A,#N/A
one,a person,4,2.6,4,#N/A,#N/A,#N/A
one,either,8,2.6,8,#N/A,#N/A,#N/A
one by one,one at a time,2,,4,#N/A,#N/A,#N/A
one time,once,2,,4,#N/A,#N/A,#N/A
one-armed bandit,slot machine,10,,10,#N/A,#N/A,#N/A
one-eight, 1 / 8,4,,4,#N/A,#N/A,#N/A
one-eightieth,one of 80 equal parts,12,,12,#N/A,#N/A,#N/A
one-fourteenth, 1 / 14,6,,6,#N/A,#N/A,#N/A
one-fourth, 1 / 4,2,,4,#N/A,#N/A,#N/A
one-horse,of little importance,12,,12,#N/A,#N/A,#N/A
one-hundredth, 1 / 100,6,,6,#N/A,#N/A,#N/A
one-hundredth,0.01,12,,12,#N/A,#N/A,#N/A
one-nineteenth, 1 / 19,2,,4,#N/A,#N/A,#N/A
one-ninetieth, 1 / 90,8,,8,#N/A,#N/A,#N/A
one-o-cat,a baseball-like game,12,,12,#N/A,#N/A,#N/A
onerous,burdensome,14,13.9,16,#N/A,#N/A,#N/A
ones,7 in 1967,6,2.6,6,#N/A,#N/A,#N/A
ones,units,8,2.6,8,#N/A,#N/A,#N/A
oneself,the person himself,2,,4,#N/A,#N/A,#N/A
one-sided,unequal,10,,10,#N/A,#N/A,#N/A
one-sided,unfair,10,,10,#N/A,#N/A,#N/A
one-step,a fast dance,12,,12,#N/A,#N/A,#N/A
one-time,in the past,8,,8,#N/A,#N/A,#N/A
one-track,one thing at a time,12,,12,#N/A,#N/A,#N/A
one-twentieth, 1 / 20,6,,6,#N/A,#N/A,#N/A
one-up,to get ahead of,12,,12,#N/A,#N/A,#N/A
one-way,one direction only,2,,4,#N/A,#N/A,#N/A
ongoing,"going on, continuous",8,8.4,8,#N/A,#N/A,#N/A
onion,a  plant for food,2,5.8,4,#N/A,68.5,#N/A
onionskin,a very thin paper,8,,8,#N/A,#N/A,#N/A
onlooker,watcher,6,8.9,6,#N/A,#N/A,#N/A
only,single,4,5.2,4,#N/A,#N/A,#N/A
only,no more than,4,5.2,4,#N/A,#N/A,#N/A
only,no one but,4,5.2,4,#N/A,#N/A,#N/A
only,except that,8,5.2,8,#N/A,#N/A,#N/A
only child,"child without brothers, sisters",2,,4,#N/A,#N/A,#N/A
onomastics,study of proper names,12,,12,#N/A,#N/A,#N/A
onomatopoeia,imitation of sounds,12,,12,#N/A,#N/A,#N/A
onrush,a forward rush,8,,8,#N/A,#N/A,#N/A
onset,the beginning,10,11.0,10,#N/A,#N/A,6
onset,an attack,12,11.0,12,#N/A,#N/A,6
onside,in a legal playing position,12,9.7,12,#N/A,#N/A,#N/A
onslaught,vigorous attack,12,12.0,12,#N/A,#N/A,8
onto,on,4,,4,#N/A,#N/A,#N/A
ontogeny,individual development cycle,14,,16,#N/A,#N/A,#N/A
ontology,science of being,14,16.6,16,#N/A,#N/A,#N/A
onus,obligation,14,15.9,16,#N/A,#N/A,#N/A
onward,forward,2,,4,#N/A,#N/A,#N/A
onwards,further on,2,,4,#N/A,#N/A,#N/A
onyx,semiprecious stone,10,13.3,10,#N/A,#N/A,#N/A
oodles,lots and lots,6,8.2,6,#N/A,#N/A,#N/A
oology,deals with birds'  eggs,14,,16,#N/A,#N/A,#N/A
oolong,a variety of tea,14,16.8,16,#N/A,#N/A,#N/A
oomph,strong appeal,12,9.3,12,#N/A,#N/A,#N/A
oops,I'm sorry,2,,4,#N/A,#N/A,#N/A
ooze,soft mud,6,7.5,6,#N/A,#N/A,#N/A
ooze,leak out slowly,8,7.5,8,#N/A,#N/A,#N/A
opal,a gem,10,10.2,10,#N/A,#N/A,#N/A
opalescence,play of colors,13,,13,#N/A,#N/A,#N/A
opalescent,showing many colors,12,,12,#N/A,#N/A,#N/A
opaque,can't see through,12,14.0,12,#N/A,#N/A,#N/A
ope,to open,14,,16,#N/A,#N/A,#N/A
open,not shut,2,4.4,4,21,#N/A,#N/A
open,clear,2,4.4,4,21,#N/A,#N/A
open,the public may enter,4,4.4,4,21,#N/A,#N/A
open,not filled,6,4.4,6,21,#N/A,#N/A
open,to begin,6,4.4,6,21,#N/A,#N/A
open,out-of-doors,6,4.4,6,21,#N/A,#N/A
open,without police interference,10,4.4,10,21,#N/A,#N/A
open,to lead into,12,4.4,12,21,#N/A,#N/A
open,not decided,12,4.4,12,21,#N/A,#N/A
open house,when school is open to public,6,,6,#N/A,#N/A,#N/A
open into,to connect with,12,,12,#N/A,#N/A,#N/A
open letter,a letter to the public,6,,6,#N/A,#N/A,#N/A
open onto,to connect with,8,,8,#N/A,#N/A,#N/A
open season,hunting is permitted,6,,6,#N/A,#N/A,#N/A
open sesame,magic formula,12,,12,#N/A,#N/A,#N/A
open shop,nonunion,10,,10,#N/A,#N/A,#N/A
open to,exposed to,12,,12,#N/A,#N/A,#N/A
open-air,out in the open,6,,6,#N/A,#N/A,#N/A
open-and-shut,simple and direct,10,,10,#N/A,#N/A,#N/A
opener,opens cans,2,7.2,4,#N/A,#N/A,#N/A
opener,first game,6,7.2,6,#N/A,#N/A,#N/A
open-faced,frank and open,10,,10,#N/A,#N/A,#N/A
openhanded,generous,13,9.6,13,#N/A,#N/A,#N/A
open-hearted,generous,4,,4,#N/A,#N/A,#N/A
opening,a hole,2,6.9,4,#N/A,#N/A,#N/A
opening,a job,10,6.9,10,#N/A,#N/A,#N/A
openly,without secrets,2,,4,#N/A,#N/A,#N/A
open-minded,not prejudiced,10,,10,#N/A,#N/A,#N/A
openwork,patterned with holes,14,,16,#N/A,#N/A,#N/A
opera,play that is sung,6,13.1,6,#N/A,#N/A,#N/A
opera,works,14,13.1,16,#N/A,#N/A,#N/A
opera bouffe,a comic opera,13,,13,#N/A,#N/A,#N/A
opera glasses,binoculars,8,,8,#N/A,#N/A,#N/A
operable,can be used,8,13.0,8,#N/A,#N/A,#N/A
operate,to perform surgery,4,8.0,4,#N/A,#N/A,#N/A
operate,make work,6,8.0,6,#N/A,#N/A,#N/A
operatic,of music drama,10,12.2,10,#N/A,#N/A,#N/A
operation,work of a surgeon,4,7.8,4,#N/A,#N/A,#N/A
operation,way a thing works,6,7.8,6,#N/A,#N/A,#N/A
operative,in working order,6,9.7,6,#N/A,#N/A,#N/A
operative,a detective,12,9.7,12,#N/A,#N/A,#N/A
operative,a skilled workman,12,9.7,12,#N/A,#N/A,#N/A
operator,works switchboard,2,8.7,4,#N/A,#N/A,#N/A
operator,runs machinery,4,8.7,4,#N/A,#N/A,#N/A
operator,makes big first impression,14,8.7,16,#N/A,#N/A,#N/A
operetta,gay musical,6,16.0,6,#N/A,#N/A,#N/A
ophthalmia,eye inflammation,14,,16,#N/A,#N/A,#N/A
ophthalmologist,eye doctor,14,11.4,16,#N/A,#N/A,#N/A
ophthalmoscope,device for examining eyes,14,,16,#N/A,#N/A,#N/A
opiate,soothing medicine,14,14.4,16,#N/A,#N/A,#N/A
opine, think,14,13.7,16,#N/A,#N/A,#N/A
opinion,what one thinks,6,8.8,6,#N/A,#N/A,#N/A
opinionated,holds stubborn,10,11.1,10,#N/A,#N/A,#N/A
opium,a drug,6,12.4,6,#N/A,#N/A,#N/A
opossum,animal,2,8.8,4,#N/A,#N/A,#N/A
opponent,person on other side,6,8.6,6,#N/A,#N/A,3
opportune,timely,12,10.8,12,#N/A,#N/A,#N/A
opportunist,takes advantage,8,13.7,8,#N/A,#N/A,#N/A
opportunity,a good chance,6,9.6,6,#N/A,#N/A,#N/A
oppose,act against,6,10.4,6,#N/A,#N/A,#N/A
opposing,against,6,8.1,6,#N/A,#N/A,#N/A
opposite,across from,6,6.3,6,#N/A,#N/A,3
opposite,different as can be,6,6.3,6,#N/A,#N/A,3
opposition,action against,8,11.2,8,#N/A,#N/A,#N/A
oppositive,expressing opposition,14,,16,#N/A,#N/A,#N/A
oppress,keep down,14,12.4,16,#N/A,#N/A,#N/A
oppression,a burdening,12,12.2,12,#N/A,#N/A,#N/A
